Locutor	Locución	Sarcasmo	Utsumi	hipérbole	Haverkate	Grice	Nakamura	Acto de habla
malory	Sí, es muchísimo pedir	false		false				
cheryl	¿Dónde está qué? ¿Te han tirado la cadena?	false		false				
cartman	No sé qué puedo hacer. Los niños comienzan a burlarse de mí porque no soy bueno en sarcasmobol. Soy malo siendo gentil. Soy tan malo que pareczo una gorda en bikini florecente en la playa	false		false				
archer	Qué bien que has hecho té. Porque me vendría bien uno con miel y limón. Y con Bourbon, pero aún mejor sin miel y limón ni té	false		false				
archer	Pues, como la vuelvas a asustar, vas a ver cómo te disparan a ti	false		false				
lana	Por lo menos Woodhouse, sí	false		false				
conway	Llévanos al garage, tío	false		false				
lana	Bueno	false		false				
cartman	Y creo que llevaré esa	false		false				
archer	Y vosotros estabáis conchabados?	false		false				
principal	Antes de comenzar esta reunión de padres y maestros. ¿Alguién tiene un asunto pendiente?	false		false				
stan	Quince dólares?	false		false				
cheryl	Fue violencia normal	false		false				
archer	Hmm… Voy a decir: '¡No!' ¡Venganza!	false		false				
malory	¿Hmmm? ¡Oh!	false		false				
kyle	Esto es ridículo. ¿En serio saldrémos a jugar contra los Norths así vestidos?	false		false				
mr. mackey	M'key, ¿le gustaría ser el entrenador de sarcasmobol de South Park?	false		false				
pam	No eran sólidas	false		false				
periodista	Creo, lo averiguarémos el domingo	false		false				
archer	Oye, lo de la mamada	false		false				
archer	Bueno, no se los pago	false		false				
abuelo	Un momento, un momento, por favor. Tengo un regalo para mi nieto. Ven aquí, Villy. Como has crecido, Villy, es hora de que tengas algo costoso y llamativo para impresionar a las muchachas 	false		false				
krieger	Deberíamos echar un ojo	false		false				
ray	Y bien, qué está pasando allí	false		false				
stan	Deberían a avergonzarse por la gente que explotan en nuestro país. Cómo se atreven a aprovecharse de los menos afortunados?	false		false				
butters	La primera línea cubrirá los huecos. Díle que te gustan sus uniformes. Clyde, Token, abracen a esos jugadores	false		false				
archer	Qué? Por qué?	false		false				
cyril	Vale, caray, ¿crees que en caso de fallecer serías la tutora legal de AJ?	false		false				
animador	Sí, no estoy seguro de que sea un pastel o quizá un pan. Pero definitivamente cree que está horneando algo	false		false				
cheryl	Haber lo dicho antes	false		false				
archer	En mi casa no, y por cierto. Qué hacéis en ella? Y quién es este?	false		false				
criminal	Esperé que...	false		false				
butters	No estamos ganando mucho, amigos	false		false				
slater	Pero luego le rancasteis la mano, así que	false		false				
ray	Por Cheryl	false		false				
archer	Vamos a ver Baruk, no sé lo que se cuenta por allí, pero las barbaridades que hayas oído que he hecho, realmente te falta el contexto, porque prácticamente en toda mi vida, prácticamente hasta ahora mismo he sido más bien un medio cañero. Pero eso era antes, antes de que tuviera una hija, una hija que has amenazado...	false		false				
krieger	Me encantan las noches de poker	false		false				
archer	Para empezar, me ha disparado dos veces	false		false				
ray	Y como es lógico voy a guardar mi pistol en la caja fuerte hasta que acabe la partida	false		false				
conway	Ah, lo siento, da igual	false		false				
cartman	¿Sí, Saben qué? ¡Al carajo!	false		false				
pam	¡Madre mía!	false		false				
criminal	Perdón es que he visto cómo dispararon a un tío	false		false				
todos	¡Sterling!	false		false				
archer	Y no es lo que quiero decir yo	false		false				
padre de butters	Butters, son sentimientos felices pero no hablemos de ellos	false		false				
criminal	Puedo decirle una cosa antes de que me mate a golpes?	false		false				
archer	Está claro que él cree tener un plan así que, pues, venga ¡qué hable!	true	alusión,insinceridad	false	contrario	calidad	expectación	representativo,directivo
lana	¿Qué información? Slater dijo que te sacará	false		false				
cartman	Hagámoslo. Stan, abrochame el sostén	false		false				
principal	¿Entonces, está féliz por todos esos cambios?	false		false				
archer	Yo he bordado	false		false				
dependiente de oro	No, no, no, me jode	false		false				
malory	Y yo, pero alguien me traicionó, una aspirante cantante de Country mentirosa	false		false				
slater	Los llamo freelance, sí cállate, haz el favor. El caso es que hay que sacarlo de la capital de Argentina	false		false				
todos	Sí	false		false				
principal	De acuerdo	false		false				
butters	Cuarenta y dos, rojo trece, pensamientos felices, felices para todos	false		false				
krieger	Oblígame!	false		false				
archer	Por qué has hecho esto?	false		false				
animador	Jackson atrapa el balón. Está corriendo por la meta y uuh.	false		false				
guardia	Por su puesto, coronel Cal.. Espere, Lando Calrissiano	false		false				
butters	Cielos, no sé, compañeros.	false		false				
animador	Oh, parece que algunos ex jugadores de NFL están entrando al campo. Está Maritin Gregors por seguridad y el defensor Jim Harrys. Parece que lleva los pantalones en tobillos. Alguién debería avisárselo. Y el excelente Mike Tetfield que parece estar horneando un pastel imaginario	true	insinceridad,emocional	true	distinto	calidad	expectación	representativo
lana	Mira	false		false				
archer	Sería dejarle ciego, pobrecito	false		false				
butters	Bien, Eric. Ya te dije que todos tenemos un interior cremoso de donde provienen todos los sentimientos de compasión y felicidad. ¿Tu papá nunca te lo dijo?	false		false				
archer	Qué?	false		false				
cartman	Intentan joderme con su negocio paralelo	false		false				
archer	La virgen. ¿No escansará hasta que estemos todos esclavizados por SkyNet?	false		false				
lana	No, no, me refiero a armas de fuego, por ejemplo. Están bien guardadas?	false		false				
randy	Bueno, papá, fue un placer volver a verte. Nos quedaríamos a cenar, pero este comida le provoca diarrea a Sharon	false		false				
lana	He tenido un bebé	false		false				
randy	Sí	false		false				
madre de stan	Lo lamentamos Stanley, no queremos que sigas jugando a este deporte	false		false				
archer	Seguro que sí, en algún momento, pero	false		false				
lana	¿El qué da igual?	false		false				
lana	¿Oh?	false		false				
lana	Archer	false		false				
lana	¿Qué? ¿Has terminado de archerizar?	true	expresivo	false			predicción	representativo
criminal	Porque menudo imbécil, verdad?	false		false				
conway	Ya sabía que el pelo de ese le haría pasar por latino para colarnos dentro	false		false				
butters	Me duelen los brazos	false		false				
slater	Todo tiene su lógica	false		false				
archer	Verás Slater. Cuando unos papás se quieren mucho...	true	alusión	false		manera		representativo
cartman	¡A la mierda, creo que sí!	false		false				
cartman	¿Butters, tu cremosidad funcionará en otra persona?	false		false				
sharon	Qué Randy?	false		false				
criminal	Eso dije yo	false		false				
archer	Me ha puñado literalmente por la espalda	false		false				
lana	¿Qué misión? ¿Vender tecnología militar confidencial a los chinos?	true	alusión	false			norma	representativo
conway	¿Y por qué tú y yo no nos líamos la última vez que trabajamos juntos?	false		false				
lana	Y dos de diez, porque eres un jilibollas de marca mayor	false		false				
malory	Sea cuál sea la misión, ISIS está a la altura. Somos profesionales y	false		false				
cartman	Lo invito lamernos las pelotas, señor	false		false				
cheryl	Yo qué sé que en la miente. Y ya ha venido un tal señor Ley para verla	false		false				
criminal	Además dudo que hable mucho cuando le haya pegado un tiro en la cara	false		false				
malory	De la pequeña J, ha desaparecido	false		false				
lana	¡Cállate! Conway era un traidor. Iba a vender el disco a los rusos	false		false				
niño	Entonces, llamemos a ? para decirles que nos retiramos	false		false				
pam	Y Woodhouse?	false		false				
randy	¡Sí, Sí, wohoo!	false		false				
archer	Lo siento, no quiero confundirme	false		false				
archer	Y el pago será?	false		false				
kyle	Rayos, esto es terríble	false		false				
cartman	No, a ellos les joden las mujeres asiáticas	false		false				
lana	Vagamente. Pero si lo que quieres es venganza, ¿por qué no me matas?	true	insinceridad	false	distinto	calidad		expresivo,representativo
archer	Para tu información Cyril, no necesito ayuda con AJ porque	false		false				
butters	¿Te sientes cálido y compasivo?	false		false				
slater	Por transferencia, algún problema?	false		false				
slater	Llévanos solo él y prestame una camisa	false		false				
archer	Y no le hagas daño	false		false				
slater	Ni que te llamen a jugar en primera división jugando en la tercera	false		false				
lana	Espera, ¿Argentina no es un aliado nuestro?	false		false				
archer	Tranquilo. No, joder, no tengo testamento	false		false				
pam	Yo soy notaria	false		false				
archer	No, Lana. ¡qué va!	true	insinceridad,emocional	false	contrario	calidad		expresivo
cheryl	No soy abogada laboralista, pero	false		false				
archer	Debo proteger a la niña	false		false				
malory	Pero, qué te pasa?	false		false				
archer	Entonces, en la CIA, no hay ningún topo	false		false				
archer	Sí, vamos a hablar de confianza!	false		false				
rondie	Caballeros, creo que confunden mi hospitalidad con debilidad. El precio es el precio, si quieren negociar, pueden hacerlo con mis socios	false		false				
todos	Quién?	false		false				
lana	¿Qué tal dejarle terminar?	false		false				
archer	Cago en la leche. Ray, pistola!	false		false				
pam	En Cánada funciona	false		false				
stan	Este juego es estúpido. No tengo ni idea de cómo salir al campo y ser amable con los del otro equipo	false		false				
randy	Sí, es increíble estar en tu programa	false		false				
slater	¿Que tenéis el disco?	false		false				
criminal	Caray, conduce de puta pena	false		false				
lana	Cómo, dónde está?	false		false				
randy	Vamos gente, veamos a esa regla de las patadas y regresemos al futbol	false		false				
archer	A ver, es que se lo voy a explicar	false		false				
cartman	No, amigo, es genial	true	insinceridad	false	contrario	calidad		representativo
randy	Oh, les encantará. Un deporte en donde solo importa la seguridad. ¿Por qué no le llamamos sarcasmobol?	true	alusión,insinceridad	true	contrario	calidad	expectación	expresivo,representativo
cheryl	Creía que era en tono irónico	false		false				
dependiente de oro	Esto no es robado, verdad?	false		false				
animador	Hola, amo el sarcasmobol como todo el mundo. Pero a veces es tan emocionante que necesito energía extra para terminar de ver un juego. Allí es cuando busco una botella de este jugo cremoso de Butters.	true	insinceridad	false	contrario	calidad		expresivo,representativo
kyle	Pero el gran juego contra ? este sábado	false		false				
pam	No me jodas, Mani	false		false				
pam	Así que haces improvisaciones	false		false				
stan	Sí, papá, bébe un poco de esto	false		false				
animador	Sí eso tiene mucho sentido, porque desde su promoción en el año 2006 ni siquiera tiene licencia para conducir	false		false				
lana	Vuelvo mañana por la noche, ya verás como me llamarás antes	false		false				
todos	No	false		false				
stan	Sí, aquí hay uno	false		false				
slater	Tecnología falsa que queríamos que China tuviera. Llevan años estudiando el propulsor de antimatéria	false		false				
animador	Demostrando lo que un padre preocupado puede lograr, Marsh terminó hablando frente de los líderes de Washington	false		false				
cartman	No tengo papá	false		false				
padre de butters	Oh, bien. Está bien Butters. Recuerda lo que hablamos. A veces nuestro relleno cremoso de felicidad crece de noche y se rebalsa	false		false				
médico	Lo siento, señor Marsh, pero parece que hay un daño permanente	false		false				
krieger	Ya gracias, señor craqueoso	true	insinceridad,emocional	false	distinto	calidad		expresivo
archer	Ahora se lo voy a decir a CIA y encontrarán el programa espía	false		false				
lana	Es una yurta	false		false				
árbitro	Mierda, es un maldíto multicampo	true		true		manera		representativo
slater	Solo Slater	false		false				
malory	Oh, mira qué eres. Hora de la siesta, tengo una reunión, adiós	false		false				
cyril	Lo robó todo. Se estableció en Europa como traficante de armas	false		false				
criminal	No se parece nada a su perfil con todo lo que se cuenta del caballero que es, pero le digo una cosa, Baruk lo entiende	false		false				
malory	Y Krieger, te juro por tu madre, como vuelva a pillarte cerca de la niña	false		false				
archer	No, no podemos. Quiero saber por qué deseas que no sea madre	false		false				
criminal	Cómo?	false		false				
randy	Cielo santo, sí. Me encantaría ser el entrenador del equipo de sarcasmobol	true	emocional,insinceridad	true	contrario	calidad		expresivo
niño	Ya tenemos joyas de porquería. Ahora nos queda buscar ancianos	false		false				
conway	¿Qué haces?	false		false				
cartman	Linda corbatíta, Stan	true	insinceridad	false	contrario	calidad		representativo
espectador	¡Wohoo! ¡Bien hecho, Cilo! ¡Es bueno verte en televisión!	true	insinceridad,emocional	true	contrario	calidad		expresivo
conway	Mmm, pero estás guapa, más relleníta de lo que recuerdo	false		false				
lana	Cago en la leche que no te voy a hacer una mamada	false		false				
stan	Sí, supongo que sí. Bien abuelo, quería entregarte un regalo	false		false				
randy	Sí, todos deberían usar sosténes. Y en vez de cascos, sombreros de papel aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros	true	insinceridad,alusión	true	distinto	calidad,relevancia	expectación	expresivo,representativo
cyril	Vamos, básicamente si no os matáis unos a otros, es por falta de armas de fuego	false		false				
eric	Es cierto, Butters	false		false				
abuelo	Shelly tiene trece? Claro, claro, cielos. Villy, alguna vez te conté que tuve un pastor escocés llamado Paties?	false		false				
cartman	Me duelen los brazos... Levanta el puto cartél, esto es un negocio	false		false				
padre de butters	"""Y te quedarás en tu habitación pensando lo que acabas de hacer. Solo porque la gente quiera que el futbol sea más seguro modificando una regla, no significa que puedas pensar: """"Oh, ¿por qué no nos bebemos nuestros espermas?"""" Un sarcasmo así es homofóbico, chovinista y completamete inmaduro. ¿Alguna pregunta?"""	false		false				
cheryl	Y ha venido un tal señor Ley para verla	false		false				
randy	Esto es bueno. Qué bueno que hayan venido en cantidades enormes para mostrar su apoyo al sarcasmobol	true	insinceridad,emocional	true	distinto	calidad		representativo
lana	Y si les pasa algo a ellos, viviría con mi hermana	false		false				
randy	Sí, no queremos que los niños se lastimen jugando al futbol. Pero creo que tengo un modo de mejorarlo más. ¿Por qué los jugadores no usan sostenes?	true	alusión,insinceridad,emocional	true	distinto	calidad,relevancia	predicción	expresivo
slater	Venga, Archer, 24 horas	false		false				
archer	¿Bien, qué haces aquí para empezar?	false		false				
kenny	Cierrate la boca, eres un idiota	false		false				
lana	Hay que ver, qué generoso	true	emocional,insinceridad	false	contrario	calidad	norma	representativo
slater	En tu casa	false		false				
animador	Siguiente producto es número 4568111. Miren estos imponentes aretes. Estos son aretes de faux genuinos. Oro de cuatorce quilates, safiros faux de ochenta y seis quilates. Faux es una palabra francesa, tiene una x pero la x ni siquiera se pronuncia. No les parece perstigioso? Estos aretes cuestan seis millones de dólares. Pero hoy los vendemos por tres cientos veinte dólares. Es un regalo, los teléfonos comienzan a iluminarse, creo que tenemos un comprador, hay un comprador. Sí pongamoslo en la línea. Con quién tengo el gusto de hablar?	false		false				
archer	Dónde se comprará la leche materna?	true	alusión	false		manera	expectación	representativo
archer	A quién le importa? No, lo pregunto de verdad	false		false				
krieger	Es de Paquistán?	false		false				
animador	Y ahora para interpretar el himno del sarcasmobol, el cantante Cilo	false		false				
animador	Bienvenidos al juego inaugural la liga nacional de sarcasmobol. Hoy tendrémos el enfrentamiento entre los Broncos de Denver y los Riders de Oakland. 	false		false				
archer	Cómo que está vacía?	false		false				
archer	Sí, pero dudo que	false		false				
kyle	Nosotros ya no pateamos más	false		false				
criminal	Protesto por el término canguro, porque claramente no soy un bebé	false		false				
randy	Ya dije mi preocupación, sí. Les advierto que ser así de sarcástico es peligroso	false		false				
archer	Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gicante cambiará mi selector de medio cañero a mega cañero	false		false				
archer	¿No está preocupada?	false		false				
lana	Bueno, yo lo llamaría un éxito relativo	false		false				
archer	Seguro que no cuentan que también cambio pañales, así que...	false		false				
archer	Qué coño pasa aquí?	false		false				
archer	En serio? A cubierto! Vamos, Cyril!	false		false				
archer	Krieger, los conductos de aire siguen con gas nervioso?	false		false				
cartman	Sí, se lo dije, estuve mirándolo todo el día	false		false				
cheryl	De verdad en la buena	false		false				
kyle	Ni siquera hacen un burrito de seis capas	false		false				
butters	Este gran juego no se basa en jugadas. Se basa en camradería y en la compasión. Y cuando miro en este vestidor, veo algunos de los chicos más amables y compasíbles que he conocido. Tú Ken, eres más amable que cualquiera y Clyde, tú, abrazas mejor que cualquiera en este campo de juego	false		false				
archer	Así que tenemos que ir a la armería	false		false				
archer	Lana, véte, AJ está en buenas manos. Sé lo que hago, he leído diez libros del club de las canguros	false		false				
archer	Eh, qué va! Solo esa frase!	false		false				
lana	De verdad?	false		false				
archer	Así, básicamente lo más cañero	false		false				
butters	Chicos, no entiendo el futbol. Por eso, creo que soy mal jugando	false		false				
conway	No, es.. blindado	false		false				
archer	Y sigo sin ver por qué tengo yo que cargar del pibe	false		false				
randy	Aubuelo, cuánto gastaste en eso?	false		false				
archer	Lana	false		false				
slater	Es Streling Archer, este es Baruk Ascani	false		false				
archer	Sí o en un motél o en un váter por...	true	alusión	false		manera		representativo
criminal	Quiero decir que esa es la única puerta	false		false				
lana	Espera, ¿ya te sabía la clave?	false		false				
criminal	Estoy cargando	false		false				
criminal	No le importa lo que estoy haciendo con su sevidor?	false		false				
pam	Con usted, cuesta distinguir	false		false				
randy	Sí, no, no. Bien hecho por usted	true	insinceridad	false	contrario	calidad		expresivo
archer	Y yo	false		false				
cartman	Hola, Craig, como estás? Token apuesto que tu mamá tiene joyas que no le extrañará perder. Bebe, te ofrezco algo para tus diamantes falsos de tus aretes. Quizá pueda darte... Butters, qué carajos!	false		false				
randy	Rayos, esto es genial, mi semana acaba de mejora mucho	true	insinceridad,emocional	true	distinto	calidad		expresivo
slater	Te pido que no sigas	false		false				
archer	Desintoxicándose	true	insinceridad	false	distinto	calidad		representativo
lana	¿Y puedes prometer que aunque Conway?	false		false				
archer	Sí, soy igualíto que Cristi con un toquecíto de Claudia	false		false				
dependiente de oro	"""Que se pasó por fuera de mi tienda y dijo: """"una señora asiática me encantará joderla"""". Un jodedor de mujeres asiáticas"""	false		false				
krieger	No	false		false				
archer	Es broma, son sus tres días libres anuales. Suelen ser dos, pero le he dejado recuperar uno del año pasado	false		false				
malory	Y ya que eres la única de aquí que odia a los niños	false		false				
stan	Tiene razón, chicos, a partir de ahora eres el capitán Butters. ¡Llévanos a la victoria!	false		false				
archer	Sí	false		false				
archer	Rondie?	false		false				
randy	Sí lo pienso realmente. Ayúdame, Sharon, ayúdame	true	insinceridad,alusión	false	contrario	calidad		representativo,directivo
randy	Sí claro, ahora no puedo dejar el sarcasmo	true	insinceridad,alusión	false	contrario	calidad		representativo
lana	¿Y por qué nosotros? ¿No es mejor que quede en casa en la CIA?	false		false				
las dos	¿La cabeza de quién?	false		false				
archer	Porque no quieres que beba licores	true	alusión	false	distinto	manera	expectación	representativo
lana	Pero cuando veas que no. Cállate! Esto es el número de centro de CIA de un empleado que vendrá a avisarme	false		false				
slater	Es Slater a secas y esperé. ¿Perdona, vamos a tener un problema tú y yo?	false		false				
cyril	Ray. ¿Lo ves?	false		false				
animador	Espera Vivian, te comunicamos con un representante y saludarás a él. Gracias por comprar con nosotros y felicitaciones por estos aretes faux de cuatorce quilates. A ese precio fue prácticamente un robo	false		false				
slater	Es que quieres cabrearme?	false		false				
anuncio	Busca ya una botella de la cremosidad de Butters	false		false				
slater	Esto a… ¿Vuelvo en otro rato?	false		false				
animador	No lo recuerdas? Pero recuerdas el número de tu tarjeta de crédito?	false		false				
cyril	Archer, eso es 	false		false				
jugador	¿Practicar un lunes? ¡Justo lo que yo quería hacer!	true	insinceridad,emocional	true	contrario	calidad	expectación	expresivo
lana	Oye, no te preocupes por AJ, ¿vale?	false		false				
randy	Fue bueno, Payton, pero hay que mejorar	false		false				
cartman	Tiene un sabor a humo y también a cloro	false		false				
criminal	No, gracias, no debería	false		false				
stan	Sí amigo, es una réplica de la corbata del Rey Enrique V	false		false				
pam	Á mí no me grite que no la he perdido. Intente volver sobre sus patos	false		false				
cartman	Bueno, no estoy jodiéndola y lo sabe	false		false				
lana	De las diez dobles	false		false				
criminal	Buena suerte con las cartas sangrientas	false		false				
krieger	Y literalmente	false		false				
pam	¡Eh! ¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?	false		false				
lana	Eso no es excusa... Espera esa es tu excusa?	false		false				
stan	Ustedes son la escoria del mundo! Los ancianos son víctimas de canales de venta y ustedes descansan en sus mansiones y ganan billones!	false		false				
lana	No	false		false				
lana	Oye, nos vamos en cinco minutos	false		false				
stan	Sí puede hacerle pruebas	false		false				
randy	A caso no ven. Ya que estamos en esto, deberíamos reemplazar el balón por un globo. Y quién atrape el globo correrá mientras el resto de los jugadores se abrazan	true	alusión,insinceridad	true	distinto	calidad,relevancia	expectación	representativo
kyle	Este sujeto intenta timarnos podemos ir a otro lado	false		false				
lana	Por qué iba a traer cerveza?	false		false				
archer	Sí, idiota y también varias balas	false		false				
cyril	Y mientras sacamos AJ de aquí, tú qué vas a hacer?	false		false				
randy	Momento, momento, wow. ¿Qué mierda es esa?	false		false				
criminal	Mucho, venga, ahora meta la secuencia de datos...	false		false				
dependiente de oro	Qué esmeralda le gusta	false		false				
slater	Sí, Conway Stern. ¿Preguntas?	false		false				
archer	Sí	false		false				
criminal	Sí ya la tengo. Qué bien!	false		false				
krieger	Sí, pero 	false		false				
stan	Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de alzheimer, pues yo sí	false		false				
rodger goodell	Como comisionado de NFL, me entusiasma ver que la joventud de nuestro país acepta el sarcasmobol sobre el futbol tradicional. ¿Pero, por qué detenernos allí? Como futbol es de bárbaros, nosotros deberíamos cambiar también. Le demos la bienvenida al nuevo entrenador de Broncos de Denver, Randy Marsh. Felicitaciones Marsh, buen trabajo	true	insinceridad,alusión,emocional	true	distinto	calidad		representativo,expresivo,declarativo
lana	¿Lo dices porque tienes hambre?	true		false		calidad	expectación	representativo
archer	A tu ridículo, qué es un tipi?	false		false				
cartman	Qué dijo?	false		false				
dependiente de oro	Bienvenido, bienvenido a la tienda de despeto	false		false				
cartman	Como verá, quiero evitar los intermediarios. Quiero comprarles sus joyas directamente a ustedes para... Hijos de puta!	false		false				
archer	Después de puñalarme, literalmente, por la espalda	false		false				
archer	Sí. ¿Puedo empezar, yo? ¿Os importa si empiezo yo? Tú estás como una puta cabra	false		false				
criminal	Esos tíos. Qué imbéciles! No?	false		false				
cheryl	¿Qué haces Ley?	false		false				
madre de stan	¿No ves qué este deporte le hizo a su padre? ¿Acaso quieres terminar como él?	false		false				
espectador	¡Sí, soy fanático de todas tus temas de moda!	true	insinceridad,emocional	true	distinto	calidad		expresivo
archer	Claro que lo vamos a hablar luego, te lo prometo	false		false				
madre de stan	¿Randy, te lo piensas?	false		false				
archer	Ni tú. Me de igual que seaís el presidente y la primera dama de Brasilia de visita en América de buena voluntad para los sedes de los servicios de la inteligencia. El coronel Lando de las fuerzas especiales no trabaja para tí.  Aunque, la tapadera, la has clavado	false		false				
ray	Qué ha dicho?	false		false				
todos	¿Eso qué es?	false		false				
archer	No, en serio	true	alusión,emocional,insinceridad	false	contrario	calidad		representativo
slater	De acuerdo, pero porque yo quiero. Uno de nuestros, pues supongo que podemos llamarlos freelance.	false		false				
conway	No me jodas	false		false				
butters	Oh, siento, lo siento. Todos tenemos un relleno cremoso, Eric. Y muchos tenemos tantos sentimientos que de vez en cuanto se escapan. Muchas veces que estoy durmiendo, y en especial, si estoy teniendo sueños hermosos que me hacen sentir bien. A veces me despierto y cuando lo hago, me doy cuenta de que mi cremosidad se salió. Oy, Dios, esta vez fue mucho. Pero siempre me aseguro guardarla por si me quedo sin mis sentimientos de felicidad	false		false				
butters	Mi cremosidad no sale todas las noches, pero va seguro de estar abastecido	false		false				
criminal	Eres él que está desangrando	false		false				
lana	¡Eh!	false		false				
archer	Archerizar este plan	false		false				
archer	Callados y esperad a mi señal	false		false				
criminal	Solo ese	false		false				
butters	¿Qué es sarcasmo y qué es esperma?	false		false				
sujeto de comprar oro 4	Así es, quien lo rimó, nos timó	false		false				
butters	Sí, pero no puedo ser el capitán. Soy malo en todo	false		false				
cheryl	El mexicano negro	false		false				
criminal	Espere, espere	false		false				
archer	No señor Archer, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central	false		false				
guardia	Y su identificación, por favor	false		false				
stan	Y en la escuela no hacemos las jugadas ya que son peligrosas	false		false				
animador	Mali tiene el globo. Está deciendo cosas muy lindas sobre el otro equipo. Malin se encuentra con G Woodly. Le entrega el globo a Woodly. El árbitro se acerca. El árbitro decide que es una notación. Espera, ahora se acerca otro árbitro y señala que es un punto en contra	false		false				
abuelo	Algún día le gustarán, le gustarán mucho. Ella es un beba todavía. 	false		false				
dependiente de oro	Muy buena elección. Es muy hermosa, miren es muy hermosa	false		false				
archer	Baruk?	false		false				
cheryl	Primero, lo del mes pasado no fue violencia homófoba	false		false				
archer	Y ya estoy haciendo de canguro de que claramente sí es un bebé	false		false				
archer	Estáis jugando al strip poker?	false		false				
butters	Mi salchicha está dura como una flecha	false		false				
lana	Mi?	false		false				
lana	Pero, podrías haber conseguido el disco tú solo. ¿Para qué nos has hecho venir?	false		false				
stan	No collar de oro con diamantes	false		false				
malory	Por favor, es un esqueleto de bebé	false		false				
randy	Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Que miles de personas juegen el sarcasmobol y terminen como yo!	true	insinceridad,emocional	true	distinto	calidad	expectación	expresivo,representativo
un niño	No recuerdo si debemos abrazar el defensor o decirle algo lindo. Estoy confundido	false		false				
criminal	Dónde cojones está el botiquín	false		false				
criminal	Así?	false		false				
slater	Me voy	false		false				
stan	Esta corbata cuesta seis mil dólares	false		false				
malory	tiene	false		false				
criminal	Claro que sí. Puedo cogerla?	false		false				
dependiente de oro	De acuerdo, de siete capas, pero esto es mi mejor oferta	false		false				
dependiente de oro	Son diamantes genuinos, verdad?	false		false				
lana	Acabo de hacer. A ver dónde está y cuál es la información	false		false				
conway	Como una mujer despechada, ¿te acuerdas de que te despeché un poco la última vez que nos vimos?	false		false				
archer	Cómo que no? Y se ve que es una bromista, pero le aseguro señor Archer, que todo esto es muy real	false		false				
krieger	Bueno, ¿qué tal? ¿Cómo te va?	false		false				
archer	¿Qué te importa, Lana?	false		false				
cartman	Butters, tú entiendes este juego mejor que nadie	false		false				
kyle	¿Eh, cómo es que no tenemos un entrenador?	false		false				
cyril	Nos vamos ya?	false		false				
slater	Sí, ese Ley te da secas, una sola palabra y…	false		false				
archer	Hola, chicos	false		false				
cyril	Yo no te jodo	false		false				
animador	Lo cierto es que el juego es muy emocionante. Y un juego emocionante que terminó en cero a cero es un juego que quiero ver dos veces. Es un juego que quiero ver cuatro veces. Oye esto, quiero ver este juego cinco veces. Buena suerte el domingo. Seguro que será otro juego que querré ver dos veces. Oye esto, trece veces	true	insinceridad	true	distinto	calidad,cantidad	expectación	expresivo,comisivo
malory	Tóma ya, actos se estudian	false		false				
malory	En los cojínes de sofá no he estado	false		false				
conway	Creo que sufro una conmoción. El infierno no conoce ira, ¿eh?	false		false				
cheryl	Haber cruzado el río grande?	true	alusión	false		relevancia		representativo
cyril	Cuando cerramos, aquel tipo	false		false				
conway	¿Su hija es tuya?	false		false				
padre de butters	Oh, bien, Butters. Es la brújula de amistad. Cuando hay amigos tuyos en el área, tu pequeña brújula indica donde están. Apunta hacia arriba, porque Jesús es tu amigo	false		false				
ray	Rondie, era el que estaba pensando	false		false				
randy	Mi hijo está jugando a ese juego ahora. Me alegra el corazón ver como usted se preocupa por su seguridad	true	insinceridad,emocional	true	distinto	calidad	expectación	expresivo,representativo
randy	Gracias, comisionado. Me emociona formar parte de todo esto, gracias	true	insinceridad,emocional	false	contrario	calidad		expresivo
cheryl	Creía que era la cuija	false		false				
cartman	No sé, creo que llevaría esa de allí	false		false				
archer	Ya lo sé	false		false				
lana	A él, Slater dice que has estado genial	false		false				
butters	No Eric, eres un jugador genial	false		false				
empresario	Quien lo negó, lo proveyó	false		false				
criminal	Recargando, no sé para qué lo digo en voz alta	false		false				
criminal	Porque así lo siguiente será mucho más fácil, bueno para mí	false		false				
butters	Bien hecho niño	false		false				
abuelo	Oh, para mí? Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa mucho para mí. Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay	false		false				
dependiente de oro	Pagué miles, y usted me jode	false		false				
lana	Se me ocurren unas cuántas más	false		false				
guardia	Su identificación, coronel	false		false				
malory	Y como le hayas tocado un solo pelo en su cabecíta castaña, te voy a	false		false				
cheryl	Porque te voy a molar los sesos en las escaleras de color	false		false				
criminal	Y haberle contado lo que estoy haciendo ha sido claramente para despistar. Vale?	false		false				
pam	No, es que aquí hace un calor de cojones	false		false				
stan	Un burrito de seis capas?	false		false				
stan	No?	false		false				
archer	Oh, por un momento creía que eráis Lana	false		false				
sharon	Es una hermosura, papá, gracias. Oy, mañana les toman los fotos escolares, también puede usarla	false		false				
